"Date";"Temp";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"C1";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E";"Es'";"sss"
"12.05.2019 06:00";"3.0";"750.4";"759.8";"1.4";"82";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"0.2";"";"";"";"";"";"";
"12.05.2019 03:00";"3.6";"749.0";"758.3";"0.8";"85";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"1.2";"";"";"";"";"";"";
"12.05.2019 00:00";"5.3";"748.2";"757.5";"1.4";"80";"Ветер, дующий с юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"50%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"2.0";"";"";"";"";"";"";
"11.05.2019 21:00";"8.8";"746.8";"755.9";"1.2";"63";"Ветер, дующий с запада";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"15.6";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"20–30%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"2.0";"1.0";"12";"";"";"";"";
"11.05.2019 18:00";"10.9";"745.6";"754.6";"0.4";"59";"Ветер, дующий с западо-юго-запада";"1";"";"11";"100%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"3.1";"";"";"";"";"";"";
"11.05.2019 15:00";"14.9";"745.2";"754.1";"-0.6";"30";"Ветер, дующий с юго-юго-запада";"6";"11";"13";"100%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-2.6";"";"";"";"";"";"";
"11.05.2019 12:00";"14.4";"745.8";"754.8";"-0.6";"41";"Ветер, дующий с юга";"5";"";"11";"100%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"1.1";"";"";"";"";"";"";
"11.05.2019 09:00";"10.7";"746.4";"755.5";"-0.4";"67";"Ветер, дующий с юга";"4";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"6.7";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"4.8";"Следы осадков";"12";"Поверхность почвы влажная.";"6.0";"";"";
"11.05.2019 06:00";"8.2";"746.8";"755.9";"-0.1";"74";"Ветер, дующий с юго-юго-востока";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"3.7";"";"";"";"";"";"";
"11.05.2019 03:00";"6.7";"746.9";"756.1";"-0.4";"83";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"3.9";"";"";"";"";"";"";
"11.05.2019 00:00";"9.9";"747.3";"756.4";"-0.6";"70";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"4.7";"";"";"";"";"";"";
"10.05.2019 21:00";"12.1";"747.9";"757.0";"0.7";"58";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"17.1";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"300-600";"";"";"50.0";"4.1";"Осадков нет";"12";"";"";"";"";
"10.05.2019 18:00";"16.0";"747.2";"756.1";"-0.3";"29";"Ветер, дующий с юго-юго-востока";"3";"";"";"100%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-2.2";"";"";"";"";"";"";
"10.05.2019 15:00";"16.2";"747.5";"756.4";"-0.7";"29";"Ветер, дующий с юга";"4";"";"";"100%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"40%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-1.9";"";"";"";"";"";"";
"10.05.2019 12:00";"14.5";"748.2";"757.2";"-0.5";"34";"Ветер, дующий с юго-юго-востока";"4";"";"";"60%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-1.3";"";"";"";"";"";"";
"10.05.2019 09:00";"10.8";"748.7";"757.8";"-0.5";"39";"Ветер, дующий с востоко-юго-востока";"4";"";"";"100%.";" ";"";"";"6.3";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-2.7";"Осадков нет";"12";"Поверхность почвы влажная.";"6.0";"";"";
"10.05.2019 06:00";"7.5";"749.2";"758.4";"-0.1";"63";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"50.0";"0.8";"";"";"";"";"";"";
"10.05.2019 03:00";"6.7";"749.3";"758.5";"-0.3";"81";"Ветер, дующий с востоко-северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1500-2000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"50.0";"3.7";"";"";"";"";"";"";
"10.05.2019 00:00";"7.1";"749.6";"758.8";"0.0";"78";"Ветер, дующий с северо-востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"20.0";"3.5";"";"";"";"";"";"";
"09.05.2019 21:00";"7.9";"749.6";"758.8";"1.0";"74";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"";"13.0";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"50.0";"3.5";"Осадков нет";"12";"";"";"";"";
"09.05.2019 18:00";"10.2";"748.6";"757.6";"1.1";"63";"Ветер, дующий с востоко-юго-востока";"5";"";"";"100%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"50.0";"3.5";"";"";"";"";"";"";
"09.05.2019 15:00";"12.6";"747.5";"756.6";"0.1";"34";"Ветер, дующий с востока";"4";"";"";"100%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-2.9";"";"";"";"";"";"";
"09.05.2019 12:00";"12.1";"747.4";"756.4";"-0.3";"37";"Ветер, дующий с востоко-юго-востока";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-2.3";"";"";"";"";"";"";
"09.05.2019 09:00";"9.1";"747.7";"756.8";"0.3";"62";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"-1.0";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"50.0";"2.1";"Следы осадков";"12";"Поверхность почвы влажная.";"0.0";"";"";
"09.05.2019 06:00";"2.1";"747.4";"756.8";"0.6";"85";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-0.2";"";"";"";"";"";"";
"09.05.2019 03:00";"2.2";"746.8";"756.1";"0.7";"78";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-1.3";"";"";"";"";"";"";
"09.05.2019 00:00";"4.8";"746.1";"755.4";"0.6";"65";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"-1.2";"";"";"";"";"";"";
"08.05.2019 21:00";"6.7";"745.5";"754.7";"1.2";"71";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"10.9";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"1.7";"Следы осадков";"12";"";"";"";"";
"08.05.2019 18:00";"10.7";"744.3";"753.4";"0.3";"35";"Ветер, дующий с востока";"4";"";"";"100%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-4.2";"";"";"";"";"";"";
"08.05.2019 15:00";"10.1";"744.0";"753.1";"-0.3";"45";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-1.5";"";"";"";"";"";"";
"08.05.2019 12:00";"8.6";"744.3";"753.4";"-0.4";"54";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"60%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-0.2";"";"";"";"";"";"";
"08.05.2019 09:00";"7.9";"744.7";"753.9";"0.0";"42";"Ветер, дующий с востоко-юго-востока";"2";"";"";"100%.";" ";"";"";"0.6";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-4.3";"Осадков нет";"12";"Поверхность почвы влажная.";"0.0";"";"";
"08.05.2019 06:00";"3.5";"744.7";"754.0";"-0.1";"79";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"0.2";"";"";"";"";"";"";
"08.05.2019 03:00";"2.4";"744.8";"754.2";"-0.4";"83";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-0.2";"";"";"";"";"";"";
"08.05.2019 00:00";"2.7";"745.2";"754.5";"0.3";"75";"Ветер, дующий с северо-северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-1.3";"";"";"";"";"";"";
"07.05.2019 21:00";"7.0";"744.9";"754.0";"0.7";"53";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";" ";"";"";"";"10.4";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-1.9";"Осадков нет";"12";"";"";"";"";
"07.05.2019 18:00";"8.6";"744.2";"753.4";"0.8";"35";"Ветер, дующий с юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-6.3";"";"";"";"";"";"";
"07.05.2019 15:00";"10.1";"743.4";"752.5";"0.1";"23";"Ветер, дующий с юго-юго-востока";"4";"";"";"100%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"50%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-10.2";"";"";"";"";"";"";
"07.05.2019 12:00";"9.5";"743.3";"752.4";"-0.2";"25";"Ветер, дующий с юго-юго-востока";"5";"";"";"100%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-9.9";"";"";"";"";"";"";
"07.05.2019 09:00";"6.1";"743.5";"752.8";"-0.9";"35";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"-6.1";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"20–30%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-8.5";"Осадков нет";"12";"Поверхность почвы влажная.";"-3.0";"";"";
"07.05.2019 06:00";"-2.0";"744.4";"753.9";"-0.7";"82";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-4.7";"";"";"";"";"";"";
"07.05.2019 03:00";"-5.8";"745.1";"754.8";"-0.8";"89";"Штиль, безветрие";"0";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-7.4";"";"";"";"";"";"";
"07.05.2019 00:00";"-4.5";"745.9";"755.5";"-0.6";"84";"Ветер, дующий с северо-запада";"1";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-6.8";"";"";"";"";"";"";
"06.05.2019 21:00";"0.7";"746.5";"755.9";"-0.3";"67";"Штиль, безветрие";"0";"";"";"40%.";" ";"";"";"";"5.1";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-4.8";"Осадков нет";"12";"";"";"";"";
"06.05.2019 18:00";"4.7";"746.8";"756.1";"-0.5";"38";"Ветер, дующий с запада";"3";"";"10";"60%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"60%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-8.5";"";"";"";"";"";"";
"06.05.2019 15:00";"3.8";"747.3";"756.6";"-0.2";"42";"Ветер, дующий с запада";"5";"";"11";"70 – 80%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-8.0";"";"";"";"";"";"";
"06.05.2019 12:00";"2.0";"747.5";"756.9";"0.3";"63";"Ветер, дующий с западо-северо-запада";"5";"10";"10";"70 – 80%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"40%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-4.3";"";"";"";"";"";"";
"06.05.2019 09:00";"-1.4";"747.2";"756.7";"0.9";"76";"Ветер, дующий с северо-запада";"4";"";"11";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Снег и/или другие виды твердых осадков";"-2.8";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-5.2";"3.0";"12";"";"";"Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью.";"Менее 0.5";
"06.05.2019 06:00";"-2.6";"746.3";"755.9";"1.0";"85";"Ветер, дующий с северо-запада";"5";"11";"11";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Ливень (ливни).";"Снег и/или другие виды твердых осадков";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"20.0";"-4.8";"";"";"";"";"";"";
"06.05.2019 03:00";"1.1";"745.3";"754.7";"-1.0";"92";"Ветер, дующий с юга";"2";"";"";"100%.";"Ливневый(ые) дождь(и) со снегом слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Дождь.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"20.0";"-0.1";"";"";"";"";"";"";
"06.05.2019 00:00";"2.9";"746.3";"755.6";"-1.4";"76";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"-0.9";"";"";"";"";"";"";
"05.05.2019 21:00";"4.9";"747.7";"757.0";"-0.9";"58";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";" ";"";"";"";"9.2";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-2.8";"Осадков нет";"12";"";"";"";"";
"05.05.2019 18:00";"8.5";"748.6";"757.7";"-1.2";"30";"Ветер, дующий с юго-юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"50%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-8.2";"";"";"";"";"";"";
"05.05.2019 15:00";"8.5";"749.8";"759.0";"-1.8";"30";"Ветер, дующий с юго-юго-востока";"5";"";"";"100%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-8.2";"";"";"";"";"";"";
"05.05.2019 12:00";"7.2";"751.6";"760.9";"-1.5";"29";"Ветер, дующий с юго-юго-востока";"4";"";"";"100%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"50.0";"-9.9";"";"";"";"";"";"";
"05.05.2019 09:00";"6.8";"753.1";"762.4";"-0.9";"26";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"-3.2";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"10%  или менее, но не 0";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-11.5";"Осадков нет";"12";"Поверхность почвы влажная.";"-3.0";"";"";
"05.05.2019 06:00";"-0.1";"754.0";"763.6";"-0.9";"56";"Ветер, дующий с юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-8.0";"";"";"";"";"";"";
"05.05.2019 03:00";"-3.1";"754.9";"764.6";"0.1";"68";"Ветер, дующий с западо-северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"-8.2";"";"";"";"";"";"";
"05.05.2019 00:00";"1.0";"754.8";"764.3";"0.1";"42";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"-10.5";"";"";"";"";"";"";
